3,Seattle Center,"305 Harrison Street,  Suite 220",Seattle,WA,98109,(206) 728-4077,,47.622094,-122.348602
5,Key Tower,"700 5th Ave,  4th floor",Seattle,WA,98104,(206) 622-5789,wireless,47.604424,-122.329879
6,California & Fauntleroy,6501 California Ave,Seattle,WA,98136,(206) 938-6371,wireless,47.544839,-122.387249
7,Greenlake,7100 E Greenlake Drive N,Seattle,WA,98115,(206) 523-9594,wireless,47.681152,-122.328122
8,Queen Anne,2135 Queen Anne Ave N,Seattle,WA,98119,(206) 301-9477,wireless,47.637593,-122.356972
9,Coal Creek Village,6977 Coal Creek Parkway SE,Newcastle,WA,98059,425-603-9727,wireless,47.539933,-122.165595
10,15th Avenue East,328 15th Ave. E.,Seattle,WA,98112,206-323-1568,wireless,47.621423,-122.31269
12,Washington Plaza/Richland,"1759 George Washington Way,  Ste B-8",Richland,WA,99352,(509) 943-0820,wireless,46.299108,-119.274356
13,Lake Oswego - State Street,47 North State Street,Lake Oswego,OR,97034,(503) 699-8581,wireless,45.416134,-122.663157
14,Beaverton,11405 SW Beaverton-Hillsdale Hwy,Portland,OR,97005,(503) 626-6549,wireless,45.486079,-122.749288
15,Tanasbourne,18320 NW Evergreen Pkwy,Aloha,OR,97006,(503) 629-4911,wireless,45.5379501,-122.8657236
27,Hwy 97&Reed/Bend-FrdM,"61535 South Highway 97,  Suite T-8",Bend,OR,97702,(541) 330-1998,wireless,44.0379813,-121.3090378
28,17th & Stout,"1667 Stout St.,  Space C",Denver,CO,80202,(303) 572-2966,wireless,39.7465221,-104.9921879
29,College & Horsetooth,3600 South College Avenue,Fort Collins,CO,80525,(970) 204-9948,wireless,40.537545,-105.076229
30,UMB Bank Plaza,1670 Broadway,Denver,CO,80202,(303) 863-1826,wireless,39.742884,-104.986732
32,Silverdale,10516 Silverdale Way N.W.,Silverdale,WA,98383,(360) 613-9747,wireless,47.658785,-122.68505
38,University and Asbury,"2000 S. University,  #B",Denver,CO,80210,(303) 733-9377,wireless,39.67996,-104.958933
45,Morrocroft Village - HT,6701 Morrison Blvd.,Charlotte,NC,28211,(704) 365-5194,wireless,35.152698,-80.825796
47,Wilderness Village,22131 S.E. 237th Street,Maple Valley,WA,98038,425-413-9353,wireless,47.389141,-122.046316
48,Lakemont / Bellevue,"4851 Lakemont Blvd SE,  Ste D",Bellevue,WA,98006,425-649-2062,wireless,47.557979,-122.102697
50,Ironwood,"212 Ironwood Dr,  Suite B-4",Coeur d'Alene,ID,83814,(208) 765-4684,wireless,47.6948063,-116.7891947
